AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLine_Html,CountLine_Javascript,CountLine_Php,CountLineBlank,CountLineBlank_Html,CountLineBlank_Javascript,CountLineBlank_Php,CountLineCode,CountLineCode_Javascript,CountLineCode_Php,CountLineComment,CountLineComment_Html,CountLineComment_Javascript,CountLineComment_Php,CountPath,CountPathLog,CountStmt,CountStmtDecl,CountStmtDecl_Javascript,CountStmtDecl_Php,CountStmtExe,CountStmtExe_Javascript,CountStmtExe_Php,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxEssential,MaxInheritanceTree,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,version
0,0,0,0,88,10,35,42,911,2,33,3122,930,3131,1902,556,10,542,4,1904,4699,7,330,1567,82353,0,47,82306,9949,0,6,9943,32817,33,32784,39587,0,8,39579,3084,0,14765,8381,10,8371,6387,16,6371,3017,3013,3064,2742,8,8,7,3,4,1.21,3529,3521,3589,3216,v0.4.16
0,0,0,0,88,10,35,42,911,5,33,3122,930,3131,2062,634,10,620,4,2067,4852,8,339,1720,82353,0,47,82306,9949,0,6,9943,32817,33,32784,39587,0,8,39579,3335,0,14765,8381,10,8371,6387,16,6371,3226,3218,3285,2925,11,8,7,3,4,1.21,3529,3521,3589,3216,v0.4.17
0,0,0,0,88,10,35,42,912,2,34,3125,931,3134,1935,582,10,568,4,1937,4695,7,328,1602,82450,0,47,82403,9958,0,6,9952,32857,33,32824,39635,0,8,39627,3118,0,14773,8388,10,8378,6388,16,6372,3049,3045,3098,2778,8,8,7,3,4,1.21,3532,3524,3593,3219,v0.4.18
0,0,0,0,88,10,35,42,925,6,37,3176,945,3185,2056,630,10,616,4,2062,4833,7,340,1715,83833,0,47,83786,10135,0,6,10129,33426,33,33393,40272,0,8,40264,3337,0,15051,8530,10,8520,6524,16,6508,3225,3217,3292,2923,11,8,7,2,4,1.20,3600,3592,3667,3273,v0.4.19
0,0,0,0,87,10,34,42,886,3,31,3040,900,3048,1880,544,11,531,2,1883,6134,7,288,1588,79060,0,0,79060,9568,0,0,9568,31240,0,31240,38252,0,0,38252,2996,0,14254,8099,0,8099,6155,0,6155,2932,2929,2972,2701,8,8,7,2,4,1.22,3406,3399,3460,3130,v0.4.2
0,0,0,0,88,10,35,42,936,4,35,3202,956,3211,1974,594,10,580,4,1978,4733,7,346,1625,84695,0,47,84648,10241,0,6,10235,33790,33,33757,40664,0,8,40656,3265,0,15225,8628,10,8618,6600,16,6584,3152,3144,3218,2835,11,8,7,3,4,1.20,3638,3630,3707,3301,v0.4.20
0,0,0,0,89,10,35,42,939,1,42,3232,959,3241,1864,535,10,521,4,1865,4676,7,338,1520,85407,0,47,85360,10311,0,6,10305,34127,33,34094,40969,0,8,40961,3093,0,15329,8680,10,8670,6652,16,6636,3009,3005,3068,2725,8,8,7,3,4,1.20,3678,3670,3749,3339,v0.4.21
0,0,0,0,90,10,35,43,939,5,34,3232,959,3241,1966,577,10,563,4,1971,4767,8,350,1613,86365,0,47,86318,10311,0,6,10305,34127,33,34094,41927,0,8,41919,3295,0,15329,8680,10,8670,6652,16,6636,3170,3162,3240,2853,11,8,7,3,4,1.23,3678,3670,3749,3339,v0.4.22
0,0,0,0,90,10,35,43,939,6,42,3247,958,3256,1935,569,10,555,4,1941,4761,7,343,1591,86689,0,47,86642,10345,0,6,10339,34256,33,34223,42088,0,8,42080,3202,0,15384,8711,10,8701,6676,16,6660,3113,3109,3182,2813,8,8,7,3,4,1.23,3693,3685,3764,3354,v0.4.23
0,0,0,0,89,10,35,43,939,3,37,3245,958,3254,2105,651,10,637,4,2108,4923,7,340,1761,86065,0,47,86018,9997,0,6,9991,33997,33,33964,42071,0,8,42063,3371,0,15377,8708,10,8698,6672,16,6656,3279,3275,3339,2970,8,8,7,3,4,1.24,3691,3683,3762,3352,v0.4.24
